tweet,class
 type nigga world real nigga  amp bitch nigga,0
lot top tier wrestler start yardi,1
girl women ladi bitch maam beeeitch dumb ass bitch hahaha,0
real life hoe ig crazi,0
retard ass movi netflix,0
trash bag hall that like  wks weird thing chang consist everi day,1
rule tie goe runner safe yanke johnsterl,1
noth wrong ariana grand caus dont look like hoe yall gotta problem,0
yellow thing sky dont know make,1
bitch joint custodi dick act understand that part time benefit,0
may fag hag switch comin,0
side trip dc charli palmer cpac shannityshair thefriddl  ,1
reason block bitch,0
go act like hoe ,0
there bird nest garag bird fli poop car ,1
there differ ya bitch ya friend bitch rey build wit friend tryna compet,0
there green bowl high spliff high j high blunt high moke high moke  coffe high,1
there lot big booti bitch pharr gym ,0
there special place hell peopl slam brake yellow light ,1
there appar wee cunt whos year younger call sean brown cheeki lol,0
there dude twitter respect dickyou knowth mirror selfi niggazth nude droppersdick avispussi eat avi,0
there gonna lot trash talk todayworldcup,1
there gotta like  white trash motherfuck live hous dont think job,0
there like  injuri game footbal shit trash lol,0
there like one ex that still kinda cute bitch got fat,0
there one flirt mad bitch inbox skrr skrr,0
there enough day hour cheat shes suck dick right drain look mouth pussi,0
there bad bitch ,0
there someon ride around robinson walmart lawn mower ghetto headlight ad reallif,1
there girl avi must get mani bitch,0
there one dude stand school stay freshman girl girl school caus none fw bitch,0
ut hoe goin ,0
insan cigar trash foam done bump head rt foamwright insan like insan ,1
bad bitch realli aint bad see pic aaliyah,0
bird messi,1
bitch aint shit forgot mention ,0
bitch aint trust,0
bitch aint playin jealous woman better research fbi,0
bitch alway trippin,0
bitch take forev doe,0
bitch judg like experi life billion dollar club im high favor amp pretti damn well ,0
bitch killin day,0
bitch boringgggg,0
bitch averag lmao  baddi  pretti girl like ,0
bitch crazzzyyyyyy,0
bitch dead suck fuck niggaz condomthen wanna rock whitw dress next day like bout dem clean,0
bitch dont want boyfriend  want pimp,0
bitch fake one min talk hoe next min bestfriend hoe,0
bitch finna fuck birthday week,0
bitch funni like mike epp,0
bitch gotta realiz nigga want  doesnt sever occas ,0
bitch irri irri irriirri irri,0
bitch irrit,0
bitch crazi,0
bitch wild,0
bitch loud reason,0
bitch love nigga copi,0
bitch love soda,0
bitch love sodaa,0
bitch man love harass,0
bitch need get bed ill make cheeseburg  imahomi,0
bitch realli backpag hoe  watch yo bitch could ,0
bitch realli love soda,0
bitch realli marri rich ass nigga,0
bitch smell like fish ,0
bitch broke instead go get quick go ask somethin,0
bitch redund,0
bitch talk shit whisper,0
bitch think know snap ha bitch snap,0
bitch want next best thing,0
bitch wash aint soap involv,0
browni bomb ,1
browni ,1
bum ass bitch block ,0
celebr nigga pass kardashian hoe around month,0
cheeto tast likka steak right nah boy bitch go dumb,0
chick use got get want bunch ronni amp trickz ass hoe,0
chubbi hoe alway diet,0
custom fuck crazi bitch said god smite dumbass lock account,0
day bitch let anyon hit raw ,0
fat hoe think slick post neck pic shit,0
girl eyebrow make look like  hoe walk fib,0
girl go school kind og aquat color weav headfuck go,0
groupi bitch wild enough suck babi dick,0
hoe everybodi like niggah everybodi hoe gone hoe regardless cont ,0
hoe ass nicca talkn shyt nicca make nicca wanna go snatch bitch outta nicca,0
hoe nigga havnt seen half ,0
hoe fool ,0
hoe smash one yo nigga proud,0
hoe aint got noth ya,0
hoe aint loyal ,0
hoe aint loyal ,0
hoe aint loyal ,0
hoe aint loyal rt arzysauc itsnotharold man that realest shirt seen tonight chick flip phone rob,0
hoe aint loyal rt complexmag naya rivera got marri three month break big sean ,0
hoe aint loyal nigga aint either,0
hoe aint loyal,0
hoe aint loyal,0
hoe aint loyalll,0
hoe aint shit aint trip thot ion like convers gone let fuck,0
hoe aint yo turn  u hear,0
hoe aint loyal ,0
hoe aint,0
hoe alway gone thot around ever give attent time,0
hoe hilari day ,0
hoe actin nicca actin tough ,0
hoe boof smh,0
hoe bust nut get rt,0
hoe flawgen swear bruh nigga dont want yall,0
hoe lie us nigga got news monogam nigga yo bitch fuck anonym nigga,0
hoe thirsti attent,0
hoe tri  ,0
hoe cant fuck wit,0
hoe crazi yo,0
hoe dont get feel one bit,0
hoe dont like nigga love money nigga dont like nigga want somen ,0
hoe everybodi hoe lol go bitch bet u get easi ,0
hoe get thick n fat confus way often,0
hoe gettin replac soon start fuck wit chequ,0
hoe get outta hand mane,0
hoe get smart gotta watch,0
hoe go broke tri look rich act wage,0
hoe got bodi ,0
hoe gotta pay compani,0
hoe mane let insid rememb,0
hoe lost rt   hahaha much wanna bet dont get job lmao,0
hoe kno bout,0
hoe need jesus yall,0
hoe need stop hittin blunt hit gym unhealthi mfs ,0
hoe needa stop tryna split relationship get theyr damn man,0
hoe goin  bitch that hoe ,0
hoe beef bout import hoe queef yall blow vagin wind back amp forth stfu amp get money,0
hoe carri infect yaw nigga better rap w dat latex haha,0
hoe pickin choosin that nigga stickin movin,0
hoe realli make laugh lol,0
hoe say im much think im much,0
hoe soo ,0
hoe swear faith,0
hoe homi hop  idgf aint fun tha homi cant nun  go,0
hoe love crewwww ,0
hoe want love bad ,0
hoe realli fight ova ralli tho ,0
hoe expos,0
hoe worri bout wrong thing life,0
infect ass hoe think okay talk ppl boyfriend like that funni cute pussi hop place,0
kid man real life kid even  n buck bitch sit yo stupid ass,0
la bitch thirsti hit singl,0
lame bitch dont fight chanc,0
lil hoe sit across da way fuckin loud like damn hoe sittin less  feet shut hell,0
lil nigga cant hang big shit poppin bitch big first name,0
littl girl simon tell like huf sock bitch go home amp homework,0
new bottom someth els rt ratcht put nair pussi gram ok ,0
nicca sangin dey partna witout grammi award,0
nicca want war give got wethelastonesleft umightnotgetin beerandtaco ,0
nigga aint shit hoe trick,0
nigga actin like bitch,0
nigga car  nerv put  rim speaker bitch,0
nigga design bitch got zipper hoe,0
nigga groupi act wors hoe,0
nigga pillow talkin that hoe shit,0
nigga pure pussi see face,0
nigga rather love hoe get money smh fuck wrong nigga,0
nigga retard lmfaoo,0
nigga run mouth like bitch,0
nig hater man ive made easi luv,0
nig like say miss old vice,0
parent nd give kid ghetto ass name ronkieshietta bro serious tip scale fa,0
peanut butter browni bout give life ,1
peopl fag,0
peopl juri select retard,0
ratchet hoe someth els school smell like fuck zoo,0
redneck around wont like shitput wall say,0
shoe go bitch break tomorrow,0
side bitch wait til know u wit ya ladi text u hey boo bitch gtfoh,0
side bitch win son ,0
smoke commerci blow like bitch yo fault yo child prematur shouldnt smoke pregnant,0
son bitch came chruch threaten kill,0
women aint shit hoe w trick  babi boy im differ ,0
women aint shit hoe w trick  babygirl differ ,0
most restaur im fat ho rt imjustceej  contact phone hoe,0
look tom bradi go tge sidelin like whatev bitch lol,0
bitch penetr introduc bitch,0
call chief weak bitch,0
come charli sheen come coup machin ,1
come blue make other see red green envi arent alway black white your yellow luckili,1
didnt lose citi red sox fan bandwagon fan like yanke fan morningjo,1
pussi good,0
fail realiz ion want friend bitch switch quiccer chang channel ,0
get attitud like bitch  think yall nigga need bra panti,0
got david take trash ,1
got trashi ass hoe,0
got redskin fake injuri,1
gotta keep name raider tho better chang hillbilli ass texa name,0
steak categori ran bitch like busto,0
hard get sexso opportun sick present give pussyand boy generous,0
hate know bad must someth right  got bitch mad,0
clumsi bird lol life,1
hoe aint loyal rotat,0
love place bring car toi dont know spanish men love sometim look like guala though lol,1
make sure realiti show line hoesthey wont leav high dri,0
must russian bird russian bird known invad chiminea saintrph kimmarcumtexa,1
realli expand bitch money,0
rude rt anointedmouf wish bitch would stop call im tri get dick nigga ,0
say wouldnt make bitch call cellular,0
say life make bitch im tryna make  straight,0
say number dont lie bitch im ,0
say one man trash next man treasur one find pain next might find pleasur,1
say state bird rarei liter see one least day,1
free da real nicca n give snitch da time,0
never gave cracker transmitt realdjtv flip see ,0
slut kill steal cours itll yo cash ill murder bitch send bodi back yo ass,0
bitch ass nigga,0
thought wouldnt make pussi nigga made,0
told fuc wit bitch never trust em told nigga never trust em,0
took bro know im civil rt lilmissstoney vikkinosecret wait minut lol dont get ghetto v,1
tri hoe todd gurley johnni manziel sign helmet got suspend gurley rest season,1
trynna hoe geno td throw,0
updat wukong new splash doesnt look fuck retard,0
use call mom jap younger lol asian racial slur,1
take pictur saw bird fli past like oh bird ,1
wouldnt let use old pictur caus hair  woman front desk said wouldnt retak hatin hoe,0
theyr call sandi wind go make lot girl clam realli sandi,0
thick bitch tri front earlier,0
thick bitch gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt,0
thing made feel old today tori amo ,1
think okay take properti break fuck bitch,0
think get nip pierc,0
think boom boom boom waaay ho video make laugh least day,1
think tri get pussi liketrestiff ,0
think bout gettin  put ear cuz im get money bitch,0
think bout oyster gator bait ,1
think care dont give fuck bout think   wop,0
think your godfath maddiston lol your fuck wee bitch man youv got problem come mine al snap ur spine,0
thirsti ass bitch dont sweat,0
thirsti bitchesltltltlt attract,0
thirsti fo da bitch saggin pant n shit  shit paid much belt betta crack bitch,0
deb women eye appoint bitch,0
 weather bitch,0
 yr old masterchefjunior made chicken look like trash,1
 biolog lab aint hoe ,0
amish bitch rockin gucci man smokin ecig smh fake ass amish ass bish,0
billi crystal tribut derek jeter crazi hate yanke man derek jeter ,1
charli murder game pretti dope xbla,1
houston traffic aint hoe mf must work,0
isnt murica charli brown rejectedpeanutsspeci,1
lil fraudul bitch nerv call phone talk crazi bout get nd  ,0
mexican bitch almost hit car sped speed bump could omfg,0
 caught talk bird pretti embarrass,1
uncl tom mother fuck want invok  man speech dude aint white matter much ,0
van cleef arpl bitch starbuck need back fuck space line,0
aint bitch ass boom bap click clack move back,0
aint mf  bitch ass,0
art shit live forev bitch keep chang,0
sick bird,1
singl shit realli trash especi aint got nobodi text midnight,0
sick function bird  start feel slight better earliernow feel like death,1
biatch call bitch ,0
bih stay ghetto ass neighborhood,0
bitch   ,0
bitch darealquitam call bougi whore tho  ol angri bird lmao,0
bitch  buy sparkl water,1
bitch gmfu,0
bitch rihanna dust someth,0
bitch thincc dress code ,1
bitch almost lost life,0
bitch alway got shit say peopl like,0
bitch cankl,0
bitch ask dont hit upand dont talk herbitch want hit ignor respond hour later,0
bitch ask pant sagg  cuz dey tryna hold bandz ,0
bitch gas station offer head  ,0
bitch back car twice  time,0
bitch bout make commit murder ,0
bitch brought toothbrush okay gnargi,0
bitch brought food said surpris thirsti bitch,0
bitch come home wit attitud bitch go yo ass bacc work ah sum fucc,0
bitch compar dick pencil get sharpen  like dont sharpen pencil becom use,0
bitch couldnt pull ugli desper dike want,0
bitch crazi,0
bitch done blew high,0
bitch done blew high high drug,0
bitch fell straight chair im high cours laughedeven wasnt wouldv still laugh,0
bitch forehead hairlin lie amp approv shit  ,0
bitch gone ask close  said naw aint pay lightbil month yea bitch close get tf,0
bitch gonna steal polic uniform think author say pop trunk bitch ass thewalkingdead,0
bitch got arrest wed night order  worth food didnt pay shouldv ate   applebe,0
bitch got zero kill yet got legendari enngram absolut fuck,0
bitch horseradish ponytail today dy bald head ass hair red put bitch poni tail smh,0
bitch two job start school  fuckwhatyouheard,0
bitch  wit hella face tat femal duddi ,0
bitch put long lash like ,0
bitch bed got doubl ds shake ass like trina smack ass shake game shake  tune hornyfuck,0
bitch instat ,0
bitch cri ,0
bitch earn  figur shake ass im done ,0
bitch mad man cheat cheat mad,0
bitch nasti,0
bitch rais anxieti sit next,0
bitch realli geek messag ,0
bitch realli gonna sit tell need parent w doctor even im   uh,0
bitch ,0
bitch stupid  anti feminist  via youtub dumbass ,0
bitch talk fuck bitch u need help yo im hear voci head lockthatbitchup,0
bitch tryna start shit denni ask us took pictur lmfao bitch whut,0
bitch wear angri bird sweater judgepeopleatschoolday,0
bitch isnt pretti shes show bodi pictur shes nasti,0
bitch chillin ,0
bitch said lord rock,0
bitch text babi babi miss,0
bitch text blue bout want see butt,0
bitch keep look choos nah,0
bitch keep playin wit hair like dont got,0
bitch kick,0
bitch liter pull whopper fanni pack america,0
bitch liter said normal peopl shouldnt work gym mani bodi builder workout,0
bitch lmao steve wilko goin mfs  ,0
